pos	tag	func	message	source_line	has_trace	model	class_key	class_id	verdict
cmd/bbolt/main.go:1035:28	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).Run	call to (*go.etcd.io/bbolt/cmd/bbolt.benchCommand).runWrites violates its nil-deref requirement	 keys, err := cmd.runWrites(db, options, &writeResults, r)	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x8000000000000002 #x9000000000000000)	nil-deref|I, I := I.I(I, I, &I, I)	C083	TP
cmd/bbolt/main.go:1035:28	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).Run	call to (*go.etcd.io/bbolt/cmd/bbolt.benchCommand).runWrites violates its nil-deref requirement	 keys, err := cmd.runWrites(db, options, &writeResults, r)	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I, I := I.I(I, I, &I, I)	C083	TP
cmd/bbolt/main.go:1041:12	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).Run	call to (*math/rand.Rand).Shuffle violates its nil-deref requirement	  r.Shuffle(len(keys), func(i, j int) {	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(I(I), I(I, I I) {	C251	FP/encoding
cmd/bbolt/main.go:1049:24	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).Run	call to (*go.etcd.io/bbolt/cmd/bbolt.benchCommand).runReads violates its nil-deref requirement	 if err := cmd.runReads(db, options, &readResults, keys); err != nil {	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I I := I.I(I, I, &I, I); I != I {	C094	FP/encoding
cmd/bbolt/main.go:1049:24	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).Run	call to (*go.etcd.io/bbolt/cmd/bbolt.benchCommand).runReads violates its nil-deref requirement	 if err := cmd.runReads(db, options, &readResults, keys); err != nil {	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x8000000000000002 #xa000000000000000)	nil-deref|I I := I.I(I, I, &I, I); I != I {	C094	FP/encoding
cmd/bbolt/main.go:1049:24	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).Run	call to (*go.etcd.io/bbolt/cmd/bbolt.benchCommand).runReads violates its nil-deref requirement	 if err := cmd.runReads(db, options, &readResults, keys); err != nil {	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I I := I.I(I, I, &I, I); I != I {	C094	FP/encoding
cmd/bbolt/main.go:1062:100	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).Run	call to (*go.etcd.io/bbolt/cmd/bbolt.BenchResults).CompletedOps violates its nil-deref requirement	  fmt.Fprintf(cmd.Stdout, "# Write\t%v(ops)\t%v\t(%v/op)\t(%v op/sec)\n", writeResults.CompletedOps(), writeResults.Duration(), writeResults.OpDuration(), writeResults.OpsPerSecond())	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x5c00000000000002 #x5c08000000000000)	nil-deref|I.I(I.I, S, I.I(), I.I(), I.I(), I.I())	C018	FP/encoding
cmd/bbolt/main.go:1062:125	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).Run	call to (*go.etcd.io/bbolt/cmd/bbolt.BenchResults).Duration violates its nil-deref requirement	  fmt.Fprintf(cmd.Stdout, "# Write\t%v(ops)\t%v\t(%v/op)\t(%v op/sec)\n", writeResults.CompletedOps(), writeResults.Duration(), writeResults.OpDuration(), writeResults.OpsPerSecond())	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x5c00000000000002 #x5c08000000000000)	nil-deref|I.I(I.I, S, I.I(), I.I(), I.I(), I.I())	C018	FP/encoding
cmd/bbolt/main.go:1062:152	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).Run	call to (*go.etcd.io/bbolt/cmd/bbolt.BenchResults).OpDuration violates its nil-deref requirement	  fmt.Fprintf(cmd.Stdout, "# Write\t%v(ops)\t%v\t(%v/op)\t(%v op/sec)\n", writeResults.CompletedOps(), writeResults.Duration(), writeResults.OpDuration(), writeResults.OpsPerSecond())	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x5c00000000000002 #x5c08000000000000)	nil-deref|I.I(I.I, S, I.I(), I.I(), I.I(), I.I())	C018	FP/encoding
cmd/bbolt/main.go:1062:181	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).Run	call to (*go.etcd.io/bbolt/cmd/bbolt.BenchResults).OpsPerSecond violates its nil-deref requirement	  fmt.Fprintf(cmd.Stdout, "# Write\t%v(ops)\t%v\t(%v/op)\t(%v op/sec)\n", writeResults.CompletedOps(), writeResults.Duration(), writeResults.OpDuration(), writeResults.OpsPerSecond())	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x5c00000000000002 #x5c08000000000000)	nil-deref|I.I(I.I, S, I.I(), I.I(), I.I(), I.I())	C018	FP/encoding
cmd/bbolt/main.go:1063:98	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).Run	call to (*go.etcd.io/bbolt/cmd/bbolt.BenchResults).CompletedOps violates its nil-deref requirement	  fmt.Fprintf(cmd.Stdout, "# Read\t%v(ops)\t%v\t(%v/op)\t(%v op/sec)\n", readResults.CompletedOps(), readResults.Duration(), readResults.OpDuration(), readResults.OpsPerSecond())	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(I.I, S, I.I(), I.I(), I.I(), I.I())	C018	FP/encoding
cmd/bbolt/main.go:1063:122	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).Run	call to (*go.etcd.io/bbolt/cmd/bbolt.BenchResults).Duration violates its nil-deref requirement	  fmt.Fprintf(cmd.Stdout, "# Read\t%v(ops)\t%v\t(%v/op)\t(%v op/sec)\n", readResults.CompletedOps(), readResults.Duration(), readResults.OpDuration(), readResults.OpsPerSecond())	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(I.I, S, I.I(), I.I(), I.I(), I.I())	C018	FP/encoding
cmd/bbolt/main.go:1063:148	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).Run	call to (*go.etcd.io/bbolt/cmd/bbolt.BenchResults).OpDuration violates its nil-deref requirement	  fmt.Fprintf(cmd.Stdout, "# Read\t%v(ops)\t%v\t(%v/op)\t(%v op/sec)\n", readResults.CompletedOps(), readResults.Duration(), readResults.OpDuration(), readResults.OpsPerSecond())	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(I.I, S, I.I(), I.I(), I.I(), I.I())	C018	FP/encoding
cmd/bbolt/main.go:1063:176	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).Run	call to (*go.etcd.io/bbolt/cmd/bbolt.BenchResults).OpsPerSecond violates its nil-deref requirement	  fmt.Fprintf(cmd.Stdout, "# Read\t%v(ops)\t%v\t(%v/op)\t(%v op/sec)\n", readResults.CompletedOps(), readResults.Duration(), readResults.OpDuration(), readResults.OpsPerSecond())	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(I.I, S, I.I(), I.I(), I.I(), I.I())	C018	FP/encoding
cmd/bbolt/main.go:1363:43	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).runReadsRandom$1$1$1	call to (*go.etcd.io/bbolt/cmd/bbolt.BenchResults).AddCompletedOps violates its nil-deref requirement	    defer func() { results.AddCompletedOps(numReads) }()	1		nil-deref|I I() { I.I(I) }()	C050	FP/requires-lifting
cmd/bbolt/main.go:1439:43	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).runReadsRandomNested$1$1$1	call to (*go.etcd.io/bbolt/cmd/bbolt.BenchResults).AddCompletedOps violates its nil-deref requirement	    defer func() { results.AddCompletedOps(numReads) }()	1		nil-deref|I I() { I.I(I) }()	C050	FP/requires-lifting
cmd/bbolt/main.go:1327:43	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).runReadsSequential$1$1	call to (*go.etcd.io/bbolt.Bucket).Cursor violates its nil-deref requirement	    c := tx.Bucket(benchBucketName).Cursor()	1		nil-deref|I := I.I(I).I()	C382	TP
cmd/bbolt/main.go:1325:43	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).runReadsSequential$1$1$1	call to (*go.etcd.io/bbolt/cmd/bbolt.BenchResults).AddCompletedOps violates its nil-deref requirement	    defer func() { results.AddCompletedOps(numReads) }()	1		nil-deref|I I() { I.I(I) }()	C050	FP/requires-lifting
cmd/bbolt/main.go:1402:25	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).runReadsSequentialNested$1	call to (*go.etcd.io/bbolt.Bucket).ForEach violates its nil-deref requirement	   if err := top.ForEach(func(name, _ []byte) error {	1		nil-deref|I I := I.I(I(I, I []I) I {	C355	TP
cmd/bbolt/main.go:1403:43	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).runReadsSequentialNested$1$1$1	call to (*go.etcd.io/bbolt/cmd/bbolt.BenchResults).AddCompletedOps violates its nil-deref requirement	    defer func() { results.AddCompletedOps(numReads) }()	1		nil-deref|I I() { I.I(I) }()	C050	FP/requires-lifting
cmd/bbolt/main.go:1236:30	overflow	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).runWritesNestedWithSource$1	call to (encoding/binary.bigEndian).PutUint32 violates its overflow requirement	   binary.BigEndian.PutUint32(name, keySource())	1	p0 = (ptr-addr #x0000000000000000)	overflow|I.I.I(I, I())	C063	TP
cmd/bbolt/main.go:1239:41	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).runWritesNestedWithSource$1	call to (*go.etcd.io/bbolt.Bucket).CreateBucketIfNotExists violates its nil-deref requirement	   b, err := top.CreateBucketIfNotExists(name)	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I, I := I.I(I)	C031a	FP/requires-lifting
cmd/bbolt/main.go:1251:31	overflow	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).runWritesNestedWithSource$1	call to (encoding/binary.bigEndian).PutUint32 violates its overflow requirement	    binary.BigEndian.PutUint32(key, keySource())	1	p0 = (ptr-addr #x0000000000000000)	overflow|I.I.I(I, I())	C063	TP
cmd/bbolt/main.go:1254:20	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).runWritesNestedWithSource$1	call to (*go.etcd.io/bbolt.Bucket).Put violates its nil-deref requirement	    if err := b.Put(key, value); err != nil {	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I I := I.I(I, I); I != I {	C190	FP/encoding
cmd/bbolt/main.go:1260:28	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).runWritesNestedWithSource$1	call to (*go.etcd.io/bbolt/cmd/bbolt.BenchResults).AddCompletedOps violates its nil-deref requirement	    results.AddCompletedOps(1)	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I.I(N)	C017c	FP/requires-lifting
cmd/bbolt/main.go:1170:86	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).runWritesRandom$1	call to (*math/rand.Rand).Uint32 violates its nil-deref requirement	 return cmd.runWritesWithSource(db, options, results, func() uint32 { return r.Uint32() })	1		nil-deref|I I.I(I, I, I, I() I { I I.I() })	C162	FP/requires-lifting
cmd/bbolt/main.go:1179:92	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).runWritesRandomNested$1	call to (*math/rand.Rand).Uint32 violates its nil-deref requirement	 return cmd.runWritesNestedWithSource(db, options, results, func() uint32 { return r.Uint32() })	1		nil-deref|I I.I(I, I, I, I() I { I I.I() })	C162	FP/requires-lifting
cmd/bbolt/main.go:1199:31	overflow	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).runWritesWithSource$1	call to (encoding/binary.bigEndian).PutUint32 violates its overflow requirement	    binary.BigEndian.PutUint32(key, keySource())	1	p0 = (ptr-addr #x0000000000000000)	overflow|I.I.I(I, I())	C063	TP
cmd/bbolt/main.go:1202:20	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).runWritesWithSource$1	call to (*go.etcd.io/bbolt.Bucket).Put violates its nil-deref requirement	    if err := b.Put(key, value); err != nil {	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I I := I.I(I, I); I != I {	C190	FP/encoding
cmd/bbolt/main.go:1208:28	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).runWritesWithSource$1	call to (*go.etcd.io/bbolt/cmd/bbolt.BenchResults).AddCompletedOps violates its nil-deref requirement	    results.AddCompletedOps(1)	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I.I(N)	C017c	FP/requires-lifting
cmd/bbolt/main.go:1541:38	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).stopProfiling	call to (*runtime/pprof.Profile).WriteTo violates its nil-deref requirement	  err := pprof.Lookup("heap").WriteTo(memprofile, 0)	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I := I.I(S).I(I, N)	C206	FP/invariant
cmd/bbolt/main.go:1550:39	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).stopProfiling	call to (*runtime/pprof.Profile).WriteTo violates its nil-deref requirement	  err := pprof.Lookup("block").WriteTo(blockprofile, 0)	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I := I.I(S).I(I, N)	C206	FP/invariant
cmd/bbolt/main.go:782:17	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.bucketsCommand).Run	call to (*flag.FlagSet).Bool violates its nil-deref requirement	 help := fs.Bool("h", false, "")	1	p1 = (seq-val #x8000000000000002 #xc000000000000000)	nil-deref|I := I.I(S, I, S)	C016	FP/invariant
cmd/bbolt/main.go:783:20	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.bucketsCommand).Run	call to (*flag.FlagSet).Parse violates its nil-deref requirement	 if err := fs.Parse(args); err != nil {	1	p1 = (seq-val #x8000000000000002 #xc000000000000000)	nil-deref|I I := I.I(I); I != I {	C006	FP/invariant
cmd/bbolt/main.go:791:16	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.bucketsCommand).Run	call to (*flag.FlagSet).Arg violates its nil-deref requirement	 path := fs.Arg(0)	1	p1 = (seq-val #x0000000000000002 #x4000000000000000)	nil-deref|I := I.I(N)	C034	FP/encoding
cmd/bbolt/main.go:806:16	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.bucketsCommand).Run	call to (*go.etcd.io/bbolt.DB).View violates its nil-deref requirement	 return db.View(func(tx *bolt.Tx) error {	1	p1 = (seq-val #xd680000000000002 #xd6c0000000000000)	nil-deref|I I.I(I(I *I.I) I {	C025	FP/invariant
cmd/bbolt/command_check.go:18:15	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.checkOptions).AddFlags	call to (*github.com/spf13/pflag.FlagSet).Uint64VarP violates its nil-deref requirement	 fs.Uint64VarP(&o.fromPageID, "from-page", "", o.fromPageID, "check db integrity starting from the given page ID")	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I.I(&I.I, S, S, I.I, S)	C019	FP/invariant
cmd/bbolt/main.go:1688:14	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.compactCommand).Run	call to (*flag.FlagSet).SetOutput violates its nil-deref requirement	 fs.SetOutput(io.Discard)	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(I.I)	C023	FP/invariant
cmd/bbolt/main.go:1689:14	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.compactCommand).Run	call to (*flag.FlagSet).StringVar violates its nil-deref requirement	 fs.StringVar(&cmd.DstPath, "o", "", "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x9000000000000002 #x9200000000000000)	nil-deref|I.I(&I.I, S, S, S)	C003	FP/encoding
cmd/bbolt/main.go:1689:14	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.compactCommand).Run	call to (*flag.FlagSet).StringVar violates its nil-deref requirement	 fs.StringVar(&cmd.DstPath, "o", "", "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I.I, S, S, S)	C003	FP/encoding
cmd/bbolt/main.go:1690:13	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.compactCommand).Run	call to (*flag.FlagSet).Int64Var violates its nil-deref requirement	 fs.Int64Var(&cmd.TxMaxSize, "tx-max-size", 65536, "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I.I, S, N, S)	C011	FP/encoding
cmd/bbolt/main.go:1690:13	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.compactCommand).Run	call to (*flag.FlagSet).Int64Var violates its nil-deref requirement	 fs.Int64Var(&cmd.TxMaxSize, "tx-max-size", 65536, "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I.I, S, N, S)	C011	FP/encoding
cmd/bbolt/main.go:1691:12	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.compactCommand).Run	call to (*flag.FlagSet).BoolVar violates its nil-deref requirement	 fs.BoolVar(&cmd.DstNoSync, "no-sync", false, "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x1000000000000002 #x1800000000000000)	nil-deref|I.I(&I.I, S, I, S)	C005	FP/invariant
cmd/bbolt/main.go:1691:12	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.compactCommand).Run	call to (*flag.FlagSet).BoolVar violates its nil-deref requirement	 fs.BoolVar(&cmd.DstNoSync, "no-sync", false, "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I.I, S, I, S)	C005	FP/invariant
cmd/bbolt/main.go:1692:20	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.compactCommand).Run	call to (*flag.FlagSet).Parse violates its nil-deref requirement	 if err := fs.Parse(args); err == flag.ErrHelp {	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I I := I.I(I); I == I.I {	C352	FP/invariant
cmd/bbolt/main.go:1702:22	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.compactCommand).Run	call to (*flag.FlagSet).Arg violates its nil-deref requirement	 cmd.SrcPath = fs.Arg(0)	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x8000000000000002 #xc000000000000000)	nil-deref|I.I = I.I(N)	C291	FP/invariant
cmd/bbolt/main.go:1731:24	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.compactCommand).Run	call to go.etcd.io/bbolt.Compact violates its nil-deref requirement	 if err := bolt.Compact(dst, src, cmd.TxMaxSize); err != nil {	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x1000000000000000)	nil-deref|I I := I.I(I, I, I.I); I != I {	C358	FP/requires-lifting
cmd/bbolt/main.go:253:17	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.dumpCommand).Run	call to (*flag.FlagSet).Bool violates its nil-deref requirement	 help := fs.Bool("h", false, "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x4000000000000000)	nil-deref|I := I.I(S, I, S)	C016	FP/invariant
cmd/bbolt/main.go:254:20	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.dumpCommand).Run	call to (*flag.FlagSet).Parse violates its nil-deref requirement	 if err := fs.Parse(args); err != nil {	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x4000000000000000)	nil-deref|I I := I.I(I); I != I {	C006	FP/invariant
cmd/bbolt/main.go:262:16	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.dumpCommand).Run	call to (*flag.FlagSet).Arg violates its nil-deref requirement	 path := fs.Arg(0)	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I := I.I(N)	C034	FP/encoding
cmd/bbolt/main.go:270:39	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.dumpCommand).Run	call to (*flag.FlagSet).Args violates its nil-deref requirement	 pageIDs, err := stringToPages(fs.Args()[1:])	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I, I := I(I.I()[N:])	C145	FP/invariant
cmd/bbolt/main.go:920:14	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.getCommand).Run	call to (*flag.FlagSet).StringVar violates its nil-deref requirement	 fs.StringVar(&parseFormat, "parse-format", "ascii-encoded", "Input format. One of: ascii-encoded|hex (default: ascii-encoded)")	1	p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I, S, S, S)	C124	FP/encoding
cmd/bbolt/main.go:920:14	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.getCommand).Run	call to (*flag.FlagSet).StringVar violates its nil-deref requirement	 fs.StringVar(&parseFormat, "parse-format", "ascii-encoded", "Input format. One of: ascii-encoded|hex (default: ascii-encoded)")	1	p1 = (seq-val #x8000000000000002 #xc000000000000000)	nil-deref|I.I(&I, S, S, S)	C124	FP/encoding
cmd/bbolt/main.go:921:14	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.getCommand).Run	call to (*flag.FlagSet).StringVar violates its nil-deref requirement	 fs.StringVar(&format, "format", "auto", "Output format. One of: "+FORMAT_MODES+" (default: auto)")	1	p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I, S, S, S+I+S)	C123	FP/encoding
cmd/bbolt/main.go:921:14	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.getCommand).Run	call to (*flag.FlagSet).StringVar violates its nil-deref requirement	 fs.StringVar(&format, "format", "auto", "Output format. One of: "+FORMAT_MODES+" (default: auto)")	1	p1 = (seq-val #x8000000000000002 #xc000000000000000)	nil-deref|I.I(&I, S, S, S+I+S)	C123	FP/encoding
cmd/bbolt/main.go:922:17	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.getCommand).Run	call to (*flag.FlagSet).Bool violates its nil-deref requirement	 help := fs.Bool("h", false, "")	1	p1 = (seq-val #x8000000000000002 #xc000000000000000)	nil-deref|I := I.I(S, I, S)	C016	FP/invariant
cmd/bbolt/main.go:923:20	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.getCommand).Run	call to (*flag.FlagSet).Parse violates its nil-deref requirement	 if err := fs.Parse(args); err != nil {	1	p1 = (seq-val #x8000000000000002 #xc000000000000000)	nil-deref|I I := I.I(I); I != I {	C006	FP/invariant
cmd/bbolt/main.go:931:25	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.getCommand).Run	call to (*flag.FlagSet).Args violates its nil-deref requirement	 relevantArgs := fs.Args()	1	p1 = (seq-val #x4000000000000002 #x6000000000000000)	nil-deref|I := I.I()	C004a	FP/invariant
cmd/bbolt/main.go:958:16	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.getCommand).Run	call to (*go.etcd.io/bbolt.DB).View violates its nil-deref requirement	 return db.View(func(tx *bolt.Tx) error {	1	p1 = (seq-val #x4400000000000002 #x4600000000000000)	nil-deref|I I.I(I(I *I.I) I {	C025	FP/invariant
cmd/bbolt/main.go:198:17	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.infoCommand).Run	call to (*flag.FlagSet).Bool violates its nil-deref requirement	 help := fs.Bool("h", false, "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x8000000000000002 #xc000000000000000)	nil-deref|I := I.I(S, I, S)	C016	FP/invariant
